project_id,sprint_id,sprint_duration_days,team_size,avg_experience_years,planned_story_points,completed_story_points,velocity_change_pct,backlog_growth_rate,dependency_blockers,scope_change_requests,bug_count,reopened_issues,code_churn_pct,test_coverage_pct,deployment_failures,avg_work_hours,meeting_hours,attrition_risk_score,communication_delay_hours,unplanned_leave_days,days_remaining,milestone_slippage_days,client_priority,delivery_risk
P276,13,10,6,3.9,32,58,-16.9,24.7,4,3,10,2,36.3,64.9,1,7.9,5.0,0.12,5.1,1,8,7,3,0
P414,5,7,4,4.7,32,45,-27.0,2.9,3,1,10,2,14.0,61.9,1,8.0,4.3,0.34,9.2,0,54,2,3,0
P386,5,21,14,5.4,58,16,-8.3,24.8,2,1,11,4,13.7,83.8,1,10.4,5.0,0.37,3.6,0,47,7,5,1
P448,7,7,12,6.9,65,24,-20.9,31.8,3,1,12,3,20.5,61.8,0,9.7,8.3,0.73,1.1,1,62,9,4,1
P354,1,7,6,7.4,53,34,-18.9,3.3,3,1,7,2,9.7,54.7,2,10.5,9.8,0.34,10.7,2,19,5,1,0
P424,8,10,11,4.2,22,66,-13.4,26.8,3,3,9,2,23.2,50.1,1,10.2,11.6,0.88,7.0,1,35,4,5,0
P289,12,7,9,1.6,51,47,12.4,0.7,1,1,9,1,40.1,59.7,1,7.9,4.4,0.2,6.8,1,29,3,1,0
P407,14,14,6,6.6,23,46,-7.1,9.5,5,0,5,1,13.7,92.1,3,7.5,9.5,0.28,5.0,1,50,6,2,0
P444,10,10,12,4.3,59,25,8.4,21.1,3,0,6,0,9.5,84.8,1,7.2,14.8,0.59,4.5,1,77,5,4,1
P226,5,14,11,4.8,72,10,10.9,1.0,1,3,8,3,16.9,82.3,1,9.9,9.0,0.5,4.3,0,7,3,4,1
P386,8,10,6,5.2,20,56,-25.3,-1.6,2,4,5,3,22.8,53.4,0,9.8,10.4,0.71,10.8,1,7,3,5,0
P353,10,7,10,5.7,28,61,6.7,10.8,3,1,6,1,16.2,90.5,1,8.4,6.1,0.16,4.7,2,51,2,2,0
P312,10,10,8,7.2,68,46,-1.1,25.2,2,1,8,1,32.7,74.8,0,9.6,3.8,0.54,6.5,0,83,6,2,0
P349,5,14,5,7.7,69,54,-9.6,16.8,1,2,9,3,35.7,65.8,1,10.0,11.5,0.38,3.7,0,50,3,1,0
P183,12,10,11,7.6,26,23,-34.7,21.6,4,1,9,3,32.6,68.2,2,8.1,5.8,0.87,11.7,0,71,5,3,1
P482,7,14,4,6.7,46,66,-5.7,21.0,1,1,4,4,28.7,79.6,2,9.4,9.3,0.37,4.1,2,62,6,2,0
P487,10,21,7,7.2,22,43,-30.7,14.5,3,2,7,1,24.6,66.9,1,9.9,6.5,0.3,2.2,0,46,4,2,0
P112,3,7,14,1.3,41,40,9.0,4.2,4,0,10,3,30.4,89.7,1,9.4,14.6,0.37,9.2,2,45,4,3,0
P144,2,14,14,6.9,35,53,16.1,9.0,2,1,6,3,43.4,72.3,0,10.1,10.5,0.76,11.9,0,65,4,3,0
P226,6,21,7,1.5,27,32,-11.3,7.1,2,0,3,1,8.8,84.1,3,7.8,9.1,0.71,3.1,1,32,8,1,0
P213,5,7,13,6.2,24,20,-13.6,-6.4,0,0,8,2,34.9,64.3,1,9.6,6.9,0.13,1.5,2,89,5,3,0
P375,9,21,8,2.2,68,58,-10.7,30.4,4,2,6,4,6.7,59.5,1,8.6,12.1,0.19,3.3,0,47,1,2,0
P304,10,14,7,3.5,77,67,-36.0,18.9,2,2,7,4,44.3,88.6,0,10.1,11.2,0.26,11.1,1,7,3,3,1
P436,4,7,4,2.3,49,38,-25.8,28.6,3,1,8,6,19.7,91.4,0,10.3,4.6,0.43,1.9,1,28,4,3,1
P484,11,21,10,4.1,47,60,16.4,24.9,0,3,7,4,25.1,86.9,0,8.1,12.9,0.78,2.5,2,75,6,3,0
P498,3,14,13,3.9,70,10,-19.3,-6.9,1,3,13,2,9.3,51.4,0,10.1,14.4,0.61,5.2,0,44,6,2,1
P372,9,21,14,1.3,46,14,-4.5,-0.3,5,2,11,3,41.1,65.8,2,10.8,3.8,0.48,2.6,1,80,3,4,0
P157,8,7,5,6.8,69,43,-1.1,32.8,1,0,6,7,19.5,60.0,1,8.1,7.0,0.49,10.3,1,47,4,5,0
P427,6,7,13,7.0,41,28,12.6,10.8,2,1,12,4,35.2,73.0,0,8.3,7.9,0.6,10.8,0,72,3,2,0
P318,1,7,6,6.5,49,49,-25.7,26.5,3,2,11,1,29.3,51.1,2,7.2,3.1,0.33,1.4,0,84,4,5,0
P208,14,14,8,6.9,56,73,13.4,15.9,2,2,7,2,18.9,75.0,2,7.3,12.1,0.41,5.0,0,24,8,4,0
P378,10,21,11,6.3,26,26,-16.5,27.1,3,1,9,2,43.4,67.6,0,7.8,14.9,0.49,10.2,2,75,4,3,0
P273,13,21,13,7.6,69,47,15.3,23.1,1,0,5,3,25.4,68.4,0,10.9,7.8,0.22,8.5,1,21,3,2,0
P427,12,14,11,5.0,49,52,-15.3,2.6,2,3,6,4,31.4,83.7,0,11.0,8.9,0.47,1.4,0,13,5,4,0
P363,11,7,5,5.1,32,49,-33.8,34.6,4,2,8,4,34.5,69.7,2,7.9,8.2,0.53,1.5,0,21,4,1,0
P414,1,10,12,7.0,41,54,-36.9,12.1,1,5,7,4,42.0,70.0,3,8.7,13.8,0.77,2.8,1,88,5,3,1
P210,12,7,9,3.4,30,49,18.0,16.3,2,2,9,5,42.8,88.3,1,10.2,4.1,0.21,5.2,0,42,4,4,0
P286,6,10,12,1.4,24,39,-32.7,14.3,1,1,9,1,7.5,59.8,0,10.6,8.4,0.83,5.9,2,66,1,4,0
P368,13,7,7,6.2,41,44,-7.5,29.8,3,3,7,3,23.9,60.3,0,8.8,12.4,0.27,8.1,3,22,3,4,0
P328,3,14,6,2.8,34,53,-8.4,2.6,1,3,9,3,10.1,87.7,1,8.7,14.9,0.73,9.6,1,77,3,1,0
P255,3,10,8,4.3,72,13,-15.9,-7.2,2,1,8,4,30.2,53.1,0,9.9,12.6,0.27,6.4,1,9,3,3,1
P288,6,14,8,2.7,58,73,-14.9,9.3,3,0,8,2,44.2,79.2,2,9.3,12.9,0.16,11.4,2,6,4,5,0
P371,13,10,7,6.8,56,14,-11.5,31.3,1,0,18,1,27.7,68.9,2,10.9,3.2,0.14,4.5,0,49,5,3,1
P474,3,21,10,7.7,50,57,-34.0,9.8,3,0,9,2,7.4,93.2,0,8.5,12.6,0.79,6.9,1,40,4,4,1
P101,13,10,11,1.4,48,36,7.5,2.5,1,0,9,8,40.9,68.4,1,9.5,13.4,0.82,5.9,0,71,2,5,0
P345,11,10,8,2.6,58,33,-17.4,17.8,3,1,5,6,26.8,58.2,0,7.4,12.7,0.35,11.9,1,20,8,2,1
P309,10,10,12,2.3,36,65,-25.3,23.2,2,1,9,1,20.9,58.7,0,10.2,10.5,0.14,11.2,1,59,4,3,0
P385,6,21,10,5.7,60,54,-20.9,10.8,0,0,5,3,16.8,84.4,1,8.3,8.0,0.43,7.5,3,76,4,4,0
P458,5,14,10,4.0,25,37,-3.3,7.1,2,0,6,3,42.2,77.3,0,7.8,5.4,0.79,6.3,1,44,2,2,0
P112,4,21,11,4.2,60,14,6.5,6.4,0,2,10,2,5.6,91.4,1,7.1,14.5,0.7,10.0,1,73,2,4,1
P195,8,10,7,2.1,36,56,-30.8,9.0,2,3,11,0,40.1,73.3,0,9.4,6.8,0.1,9.9,1,9,5,4,0
P320,2,7,13,3.9,53,14,-4.4,27.9,1,3,4,5,7.1,90.8,3,9.7,7.1,0.74,4.6,0,52,3,5,1
P337,12,21,9,3.1,42,14,-14.7,11.7,4,1,9,4,16.3,57.5,0,7.3,6.4,0.7,4.6,0,83,1,4,1
P193,14,7,8,5.3,71,57,11.7,4.1,1,2,9,6,27.0,88.8,2,8.4,3.9,0.27,6.5,0,69,2,3,0
P437,11,21,4,2.5,49,56,17.0,-1.8,2,2,9,2,42.6,70.5,0,9.6,10.2,0.27,4.2,0,51,4,3,0
P368,7,21,12,5.3,32,71,0.7,2.7,1,0,6,4,14.6,83.2,0,7.2,13.3,0.75,3.9,1,35,6,3,0
P270,4,10,5,3.6,77,36,-4.6,10.8,2,2,8,2,39.1,91.4,0,7.0,5.2,0.46,3.5,2,10,5,4,1
P193,2,14,9,3.4,49,13,6.8,14.7,0,0,6,0,35.9,52.5,3,8.3,11.9,0.59,10.9,1,26,3,5,0
P248,7,14,11,3.1,68,58,-10.3,18.0,3,4,7,5,11.9,80.2,2,9.8,12.7,0.14,5.1,2,30,1,5,0
P211,13,10,6,5.7,72,74,-36.7,-6.8,4,0,13,3,11.7,77.9,4,7.3,7.8,0.74,7.3,3,68,3,1,1
P154,1,21,8,4.9,39,70,2.1,17.6,2,2,11,1,22.1,55.5,1,10.5,13.6,0.16,6.0,0,86,1,1,0
P436,4,14,10,7.0,25,29,-5.2,5.8,4,0,6,1,19.8,55.5,0,7.7,11.1,0.54,1.6,2,31,1,1,0
P215,9,14,7,2.7,74,17,-30.9,1.6,2,0,8,2,27.5,54.8,1,7.8,9.0,0.13,8.9,0,66,4,4,1
P242,14,14,8,1.3,50,22,-27.2,4.9,4,2,11,6,18.5,61.1,0,8.1,14.3,0.14,6.7,0,16,4,3,1
P300,4,10,4,2.3,78,46,-26.2,25.3,1,3,9,4,23.8,91.8,1,10.1,12.3,0.44,4.5,2,46,3,4,1
P279,12,7,7,3.4,38,52,3.9,26.1,1,2,7,3,17.8,77.1,4,7.5,12.1,0.53,5.5,0,26,6,1,0
P301,13,7,10,2.3,25,65,-8.9,-5.3,1,2,7,5,5.3,62.8,2,9.1,11.9,0.18,3.6,0,70,3,4,0
P463,3,7,13,1.6,53,59,-37.1,12.3,0,1,10,5,38.3,59.3,0,9.4,13.8,0.75,4.9,2,38,3,5,1
P152,10,7,10,4.1,47,29,10.3,13.8,0,1,10,4,43.6,85.1,1,9.4,12.1,0.56,9.0,0,61,5,4,0
P483,10,7,13,5.7,77,57,-1.3,-8.6,2,1,10,1,19.3,52.1,2,7.3,11.6,0.12,9.5,1,46,2,2,0
P279,2,14,13,6.3,32,28,4.0,22.3,3,1,10,2,35.6,90.9,1,9.4,4.8,0.79,7.8,1,37,3,2,0
P412,14,14,7,3.8,71,26,16.2,6.5,3,0,6,3,20.9,78.9,1,8.2,13.1,0.64,11.1,1,80,5,4,1
P407,3,21,9,4.3,29,37,-24.4,8.8,0,0,7,0,9.8,60.8,0,9.3,12.5,0.51,2.9,1,87,3,4,0
P236,1,14,8,6.3,60,45,-4.6,17.4,4,0,9,1,17.3,56.2,1,7.1,3.4,0.46,6.8,2,50,2,5,0
P281,10,10,4,3.5,64,47,5.6,11.1,3,0,10,0,36.0,60.0,0,10.2,4.7,0.73,8.6,4,84,6,5,0
P466,8,21,11,6.5,26,35,-9.2,23.7,4,0,7,1,44.6,57.5,1,8.5,14.5,0.33,1.8,5,71,4,2,0
P100,1,14,10,7.8,37,10,-10.8,16.8,5,0,6,4,11.2,89.6,0,7.7,6.5,0.33,3.8,1,86,2,4,0
P143,3,21,8,7.2,41,11,15.7,0.2,1,1,9,2,38.0,83.6,3,10.2,9.1,0.39,8.4,0,84,2,5,0
P326,14,21,13,4.2,33,45,-25.4,29.2,2,1,5,2,21.5,80.5,1,10.7,14.3,0.53,11.8,0,51,4,1,0
P430,3,7,13,5.1,55,65,-0.8,-0.3,3,1,8,2,26.3,92.4,2,9.7,12.8,0.31,6.8,3,49,7,2,0
P197,13,21,10,6.0,27,44,18.2,22.1,2,1,8,1,42.8,71.7,4,10.4,4.3,0.29,10.8,1,44,3,3,0
P307,2,14,13,3.4,31,36,-26.8,25.6,2,2,4,5,43.8,74.1,0,8.8,14.1,0.45,3.8,0,12,2,5,0
P364,14,7,6,6.6,59,65,-12.3,21.0,0,1,7,4,25.6,77.0,0,8.4,5.4,0.76,6.5,0,44,5,2,0
P387,5,14,11,4.1,67,55,18.5,9.0,4,4,3,2,35.1,61.5,0,7.3,12.1,0.59,2.0,2,77,6,3,1
P370,10,7,8,6.9,52,29,-37.8,29.5,0,0,8,2,21.8,51.3,1,7.5,5.5,0.42,6.0,1,27,5,1,1
P239,3,14,5,2.8,43,17,-2.2,4.7,1,0,12,2,29.1,87.4,2,8.4,6.7,0.34,4.9,1,84,4,5,0
P336,3,7,5,1.1,61,35,-15.7,20.9,1,1,9,4,14.6,80.4,0,9.2,14.9,0.6,10.0,1,66,3,4,1
P491,8,7,7,5.4,58,71,6.3,29.5,3,4,7,3,32.8,60.4,0,8.3,13.2,0.76,9.8,1,5,2,4,0
P171,4,10,10,4.2,33,42,-20.6,-3.0,1,4,8,2,25.6,62.7,4,9.9,6.7,0.63,9.2,1,64,2,5,0
P254,4,14,13,1.4,68,70,-17.6,19.4,3,1,8,2,19.9,92.2,3,10.5,13.4,0.79,7.7,1,12,4,1,0
P289,3,21,7,4.4,70,29,-9.1,30.5,0,3,8,7,26.5,90.0,2,8.7,11.4,0.29,4.8,1,60,2,2,1
P367,11,7,12,2.2,24,38,-19.2,-5.4,1,0,9,0,17.6,78.0,1,7.5,5.9,0.38,7.9,2,27,6,5,0
P420,1,14,5,5.4,38,55,-24.4,-3.4,2,2,7,2,31.6,50.9,1,8.9,7.7,0.34,8.9,1,87,1,4,0
P206,8,7,9,4.1,22,46,-18.7,7.0,1,4,7,1,21.7,81.0,2,9.9,13.5,0.45,8.9,1,77,7,4,0
P331,1,10,7,2.2,20,62,14.5,34.7,3,4,9,6,27.9,62.7,1,8.1,9.1,0.52,6.4,0,45,4,2,0
P141,7,10,9,3.9,59,14,-19.4,0.1,2,2,8,1,29.6,59.5,0,9.6,11.9,0.35,11.1,0,40,4,1,1
P289,5,10,13,2.6,60,24,14.0,4.6,6,2,4,2,6.3,55.0,0,8.4,3.7,0.28,1.4,2,25,8,1,1
P470,4,10,12,5.6,56,55,-27.7,27.6,1,2,3,2,22.2,90.6,0,10.8,10.5,0.57,3.2,0,15,5,3,0
P238,4,21,13,3.1,52,66,0.3,-4.1,2,1,8,5,19.6,82.9,0,7.8,14.4,0.59,2.1,1,88,4,4,0
P202,8,21,12,6.8,68,17,4.7,34.8,0,1,10,4,43.4,70.5,1,9.7,13.9,0.34,5.5,4,87,7,1,1
P270,11,7,12,1.1,76,46,-33.3,23.2,1,1,12,2,7.0,85.1,3,10.9,14.5,0.8,8.1,0,64,7,5,1
P450,11,14,12,3.8,65,66,-7.4,33.2,2,2,12,3,42.4,93.0,0,7.3,10.4,0.38,6.6,3,18,1,4,0
P372,13,10,6,5.3,36,23,-39.2,-3.5,3,1,9,2,22.2,54.2,1,10.1,12.7,0.38,6.7,0,25,7,1,1
P320,14,10,14,1.2,28,14,15.7,0.5,0,2,4,0,20.6,94.7,0,8.7,3.6,0.41,9.0,1,86,4,4,0
P312,6,21,12,2.5,50,52,-8.5,6.7,3,0,4,3,11.9,74.2,0,9.8,4.9,0.11,8.5,2,72,2,3,0
P440,14,21,6,3.3,54,58,-37.8,-7.7,2,2,3,6,38.8,52.4,0,7.1,10.4,0.13,2.4,2,33,4,5,0
P155,12,10,13,1.2,22,53,1.0,-7.3,1,2,9,4,6.3,83.3,0,10.5,3.3,0.28,4.6,1,69,1,1,0
P489,1,14,6,4.8,32,65,13.1,30.7,3,1,10,3,41.9,51.6,0,7.2,13.6,0.13,2.0,2,18,8,3,0
P441,14,7,8,5.4,71,57,4.3,-8.1,3,0,2,1,23.6,86.5,0,8.1,3.8,0.85,10.8,0,48,6,5,0
P201,10,7,9,2.6,56,39,-32.0,23.7,2,3,9,2,28.0,76.6,1,10.9,9.5,0.77,10.3,0,74,6,5,1
P291,8,7,12,4.8,57,42,-7.6,22.3,1,1,10,1,19.9,80.8,0,8.7,10.2,0.74,11.5,2,44,5,2,0
P409,13,7,4,8.0,33,46,4.0,-6.7,4,1,5,2,41.1,69.4,1,7.9,13.7,0.48,10.5,1,88,7,2,0
P299,14,14,11,7.2,25,59,8.0,-1.6,1,0,8,2,43.9,94.0,1,7.7,6.3,0.63,10.8,5,10,6,4,0
P332,2,14,7,1.4,77,16,-39.0,10.5,2,2,5,5,11.5,68.7,0,10.5,5.8,0.11,2.3,1,25,3,5,1
P326,6,14,13,1.9,48,52,-23.0,18.9,2,1,8,4,38.3,51.7,1,10.7,11.3,0.23,6.5,2,53,7,3,0
P470,9,21,10,4.5,76,49,13.1,30.3,2,1,5,4,19.3,74.3,1,7.1,12.1,0.48,11.1,3,21,6,1,1
P238,1,10,9,2.7,68,41,-24.5,13.7,1,2,5,1,17.2,88.7,3,10.8,9.1,0.65,10.0,3,47,3,3,1
P443,6,14,9,1.6,28,64,-11.6,32.1,4,1,12,5,25.6,78.9,3,10.4,13.9,0.17,10.6,0,83,5,1,0
P404,8,7,10,2.8,55,18,1.8,-1.4,1,1,6,1,24.6,56.8,2,8.6,5.7,0.31,7.0,1,89,3,5,0
P248,10,14,7,1.4,42,18,19.1,18.0,4,0,10,1,13.6,65.4,0,9.2,12.2,0.71,11.7,3,59,6,3,1
P214,13,10,9,4.7,34,73,-14.4,28.0,1,0,10,2,34.1,62.9,3,9.9,6.0,0.89,10.4,1,58,6,3,0
P162,2,21,6,4.4,73,54,-9.8,0.5,4,0,12,1,11.3,51.5,1,9.3,14.6,0.9,3.2,1,69,5,4,1
P203,5,7,8,1.0,76,70,-6.5,25.5,2,1,6,1,36.0,75.7,0,10.3,14.5,0.79,11.1,1,27,4,1,0
P438,6,21,5,4.4,69,47,-26.0,8.0,0,4,7,2,38.8,71.7,0,9.7,9.6,0.81,8.9,2,62,4,1,1
P458,5,14,6,4.6,66,55,-17.9,35.0,2,2,6,2,21.1,71.8,2,10.2,13.2,0.41,3.3,1,49,2,4,0
P255,3,7,12,5.2,78,73,-13.9,-5.9,2,2,9,2,44.7,57.9,1,9.1,14.8,0.79,2.2,1,13,3,2,0
P372,4,7,9,7.8,69,44,-38.8,14.9,2,0,4,1,40.3,69.0,0,8.7,4.4,0.24,10.4,3,37,3,4,1
P105,7,14,6,7.9,26,21,-39.5,25.2,3,1,13,3,21.0,57.6,1,10.7,6.4,0.35,2.3,2,38,2,5,1
P246,4,14,5,4.7,66,57,-26.5,20.4,1,4,5,0,24.9,61.1,1,7.7,9.3,0.28,9.9,1,24,7,1,0
P283,9,10,8,6.9,79,72,-9.3,12.8,0,4,12,2,18.6,65.3,3,10.7,9.4,0.84,9.1,0,15,5,3,0
P127,11,14,13,1.6,44,54,17.3,13.1,3,1,12,5,40.4,69.6,3,9.2,6.6,0.19,2.2,2,87,3,2,0
P137,12,14,8,4.7,56,15,18.4,8.2,3,2,5,1,23.5,50.4,1,8.9,6.4,0.36,2.6,0,24,5,3,1
P218,14,14,4,5.8,42,54,-1.2,5.4,3,0,16,3,44.8,91.7,0,10.9,12.6,0.83,9.3,0,25,7,4,0
P392,13,7,6,5.0,30,41,9.6,16.7,1,0,6,2,26.4,83.7,1,10.5,12.7,0.86,1.5,2,63,1,2,0
P470,13,10,10,2.6,75,12,14.0,23.7,2,2,3,2,35.5,54.2,0,8.5,8.7,0.56,10.2,2,78,5,3,1
P343,10,7,12,1.4,65,11,10.3,2.6,3,3,3,5,19.8,73.6,1,9.1,13.6,0.58,11.8,4,22,2,1,1
P167,2,14,8,3.7,27,29,-7.4,32.6,1,0,9,2,40.1,65.1,1,8.0,4.6,0.28,9.2,1,81,5,1,0
P313,5,10,7,5.5,55,48,2.3,6.4,1,3,5,4,42.1,83.9,0,8.7,4.2,0.4,11.3,1,77,4,4,0
P317,8,14,6,7.9,61,21,-39.8,9.5,6,2,11,2,13.0,61.5,2,8.5,10.7,0.68,11.8,0,17,1,5,1
P276,14,7,13,2.7,58,70,-1.1,8.5,4,2,4,3,34.6,90.8,2,10.2,9.2,0.52,2.8,1,88,4,3,0
P398,5,7,12,7.4,20,45,-14.4,-5.0,3,3,7,2,9.1,74.1,0,8.9,13.1,0.75,2.4,3,47,3,3,0
P263,10,14,10,1.5,71,18,-1.3,-4.8,3,1,4,6,40.2,56.5,2,8.2,9.2,0.86,1.2,0,19,3,4,1
P157,12,10,10,7.5,63,53,1.7,25.8,2,2,7,3,41.3,70.7,0,9.3,4.2,0.43,2.7,1,80,2,4,0
P368,8,7,11,6.8,32,62,-34.1,7.2,1,0,10,0,18.9,85.7,1,9.4,9.7,0.87,11.6,1,53,4,4,0
P407,8,14,13,1.1,35,39,12.5,-0.3,4,1,12,3,42.8,59.2,1,7.4,4.1,0.29,1.6,0,44,2,5,0
P157,9,21,4,3.1,65,47,-29.5,21.8,1,3,11,2,5.2,67.1,0,11.0,11.4,0.37,11.6,2,44,4,5,1
P387,10,14,14,1.4,32,47,-39.4,33.2,2,4,9,6,24.8,56.4,2,7.8,7.3,0.11,3.0,1,27,2,4,0
P204,6,14,7,8.0,56,42,-14.2,32.2,3,2,9,3,43.6,75.6,1,9.6,5.7,0.45,9.0,1,76,2,3,0
P327,12,10,8,4.0,33,64,-34.6,22.6,2,2,6,2,16.5,69.1,2,10.0,10.9,0.9,10.5,1,20,6,4,0
P346,4,14,8,5.6,77,32,17.4,-1.4,2,0,9,6,8.0,89.4,2,10.6,9.5,0.13,8.5,2,76,6,4,1
P287,12,21,4,2.6,32,23,-23.0,-3.1,0,1,12,3,9.7,59.8,1,9.8,14.6,0.8,5.6,1,84,5,5,1
P182,11,14,6,7.5,65,58,-26.6,29.2,1,0,3,3,23.4,85.7,0,10.0,4.1,0.68,9.4,0,55,4,5,1
P285,3,21,5,2.9,31,54,-24.3,33.3,3,2,7,3,22.0,52.9,0,10.6,8.1,0.69,1.6,0,26,3,2,0
P351,12,7,10,2.8,74,36,-23.0,18.0,5,1,9,4,28.0,70.4,0,10.7,11.0,0.64,5.7,1,69,4,4,1
P454,14,14,8,3.2,47,58,-36.2,30.6,4,1,10,0,12.3,92.9,2,8.9,9.6,0.67,9.2,2,41,5,1,1
P337,5,10,6,4.2,41,11,-7.6,26.7,5,3,12,1,39.3,50.6,2,9.2,5.5,0.86,6.8,0,49,4,3,1
P459,6,14,14,1.1,39,69,-38.9,-3.1,2,3,10,2,13.8,79.0,0,8.0,11.5,0.51,7.4,0,53,2,4,0
P283,3,21,11,5.2,66,68,4.8,0.0,3,2,6,2,17.7,56.1,1,7.1,13.5,0.65,7.5,1,24,0,4,0
P383,2,21,4,1.2,38,69,6.1,-7.0,0,4,10,3,40.0,77.9,0,7.3,8.5,0.28,5.6,2,80,4,4,0
P484,7,10,4,4.8,30,31,-16.0,11.3,1,3,6,2,11.0,52.6,1,8.5,6.1,0.87,8.4,0,33,3,5,0
P309,11,21,9,4.2,49,55,18.2,4.6,2,1,9,1,28.3,79.2,2,10.6,3.4,0.69,1.5,2,65,3,1,0
P403,5,14,4,2.7,73,62,6.9,9.2,2,4,8,3,26.1,64.8,0,8.8,5.2,0.26,7.7,1,67,6,4,0
P395,9,21,7,3.3,45,28,-32.6,-9.6,2,1,15,3,23.6,61.7,0,11.0,4.9,0.46,4.5,1,28,3,3,1
P196,3,14,9,5.9,34,58,18.8,22.5,2,1,7,7,26.5,94.5,2,10.8,8.3,0.83,3.9,2,33,3,5,0
P307,14,14,4,1.1,49,26,10.7,-1.0,1,3,4,4,10.7,50.7,2,10.7,7.9,0.42,1.4,1,51,2,5,0
P469,8,21,12,3.2,48,36,2.2,6.6,0,1,9,2,17.9,68.2,0,9.6,5.6,0.69,8.4,1,41,5,1,0
P487,6,10,7,5.8,79,28,-0.8,8.1,3,2,11,2,16.6,56.9,0,9.6,9.3,0.26,2.5,1,86,3,3,1
P236,4,7,12,2.1,51,39,-3.7,-7.0,1,1,3,2,37.3,78.2,0,7.8,8.0,0.53,1.9,1,12,3,3,0
P466,12,10,12,4.9,72,55,19.4,6.4,2,2,7,4,30.5,82.8,0,11.0,14.2,0.21,5.0,0,14,2,3,0
P499,12,7,9,2.2,49,73,-11.3,30.5,2,1,5,2,42.6,74.0,0,9.9,10.7,0.21,3.1,2,15,5,1,0
P283,9,10,10,2.1,63,41,-30.1,30.2,0,2,8,1,14.7,94.8,1,7.1,14.6,0.68,6.5,0,6,3,3,1
P175,5,14,4,6.4,70,62,-22.3,-8.9,6,1,14,2,7.1,78.1,0,9.3,9.7,0.74,7.3,1,14,6,4,1
P386,10,14,8,2.9,35,32,-17.5,-8.7,2,2,4,3,16.2,83.8,0,8.5,10.5,0.52,3.4,2,31,6,5,0
P474,6,21,6,3.6,55,45,-21.0,16.7,0,1,3,4,18.1,64.9,1,10.2,7.6,0.34,8.7,3,51,1,5,0
P241,14,7,13,6.1,37,19,-38.2,-0.8,2,0,14,4,18.8,89.5,0,10.5,10.8,0.35,10.8,1,79,3,4,1
P336,13,7,13,2.3,60,68,-35.6,30.4,2,0,11,2,41.0,88.5,0,10.2,3.4,0.63,8.0,2,86,2,2,0
P124,9,21,9,4.7,67,38,-39.7,11.7,0,2,8,2,43.0,57.6,0,8.2,5.6,0.53,4.0,0,54,7,1,1
P389,7,10,7,7.4,58,20,0.7,4.7,3,3,10,1,6.3,86.6,1,8.4,6.1,0.12,11.1,0,19,2,3,0
P166,12,21,12,4.9,47,47,-0.1,32.9,2,0,13,3,8.6,75.9,1,8.2,9.5,0.46,6.1,2,35,8,4,0
P349,5,10,10,1.3,77,41,-35.9,4.3,2,2,9,2,12.0,73.8,0,9.6,12.2,0.15,1.5,3,41,5,3,1
P217,2,21,7,5.1,38,61,-21.1,4.4,5,1,7,3,36.9,59.2,1,10.5,7.1,0.4,6.3,2,35,9,2,0
P172,4,7,14,1.6,75,10,-23.0,-4.0,1,1,10,1,25.0,68.7,1,9.2,10.4,0.88,7.6,2,85,4,1,1
P381,2,7,9,3.0,75,23,-12.8,0.0,0,5,11,1,29.6,92.4,0,8.6,3.6,0.31,11.7,2,23,5,4,1
P459,3,10,5,6.9,30,12,-18.5,24.2,1,2,5,5,10.5,69.8,0,8.3,5.6,0.62,7.8,1,19,6,3,1
P109,10,7,6,1.1,36,39,9.2,24.2,1,2,12,0,29.3,54.3,0,10.3,6.5,0.42,2.6,1,64,4,5,0
P310,12,7,14,1.5,40,40,13.0,7.4,2,4,11,4,9.7,67.2,0,8.3,6.8,0.61,9.7,0,5,2,2,0
P422,3,7,10,3.5,56,10,-27.6,5.7,2,1,10,0,37.1,58.4,1,11.0,6.9,0.88,11.6,1,86,7,2,1
P251,4,7,14,8.0,63,55,-32.7,8.8,4,2,9,3,32.7,85.9,1,10.9,3.7,0.56,10.2,0,36,7,5,1
P104,6,14,7,3.0,70,23,10.4,3.5,3,0,8,0,6.4,81.1,1,8.1,9.3,0.32,9.3,0,50,5,2,1
P294,12,21,13,2.1,53,45,-9.9,17.4,1,2,7,3,5.6,68.8,3,9.2,7.0,0.76,8.6,1,67,4,2,0
P382,3,21,10,4.8,52,55,-20.5,27.6,4,1,9,1,21.7,65.9,1,8.3,4.1,0.43,1.8,2,10,3,5,0
P212,10,14,12,4.6,48,64,-36.9,-9.6,4,2,8,5,11.8,68.4,0,9.6,14.1,0.75,4.6,1,33,0,5,0
P370,14,7,8,4.1,23,45,-3.6,32.1,5,0,9,6,34.2,87.6,1,8.9,5.9,0.75,9.3,0,25,3,4,0
P262,1,21,4,7.6,51,52,-27.5,-4.7,3,1,9,3,32.5,52.1,1,7.3,10.3,0.48,8.6,0,30,4,1,0
P204,1,21,8,3.0,79,52,-37.7,30.5,3,1,9,1,12.1,62.8,3,8.1,4.3,0.85,8.3,1,16,3,5,1
P280,9,21,9,3.1,30,24,-13.3,0.5,0,1,11,5,13.4,73.5,0,9.2,9.9,0.19,11.0,3,42,5,1,0
P143,9,10,14,2.0,45,47,-4.2,31.3,3,1,7,1,24.6,67.1,2,8.0,14.0,0.6,11.7,1,60,3,3,0
